2018-12-02T16:00:00.000Z	3	8	Kane	38	(4.2,4.8)	3.5	2020-12-29T06:00:00.160Z	2020-12-29T09:10:00Z	2020-01-05T05:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{449,333,227}	{44449,22227,45565}	{2.8,4.2,62.6}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-02T17:00:00.000Z	4	7.2	Porter	39	(2.7,4.8)	3.5	2020-12-29T06:10:00.170Z	2020-12-29T10:10:00Z	2020-01-05T06:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{544,333,228}	{44454,22228,45575}	{2.9,4.2,62.7}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-02T20:00:00.000Z	5	5.6	Lookman	40	(7.2,4.8)	3.5	2020-12-29T06:20:00.180Z	2020-12-29T11:10:00Z	2020-01-05T06:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{644,333,229}	{44464,22229,45585}	{1.2,4.2,62.8}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-03T11:00:00.000Z	4	4	Hendersen	35	(5.2,4.8)	3.5	2020-12-29T06:30:00.190Z	2020-12-29T12:10:00Z	2020-01-05T07:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{744,333,322}	{44474,22232,45595}	{1.3,4.2,62.9}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-04T11:00:00.000Z	5	3.2	Vardy	41	(2.3,4.8)	3.5	2020-12-29T06:40:00.110Z	2020-12-29T13:10:00Z	2020-01-05T07:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{844,333,422}	{44484,22242,45655}	{1.4,4.2,63.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-04T12:00:30.000Z	6	3	Barnes	42	(1.2,4.8)	3.5	2020-12-29T06:50:00.100Z	2020-12-29T14:10:00Z	2020-01-05T08:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{944,333,522}	{44494,22252,45755}	{1.5,4.2,64.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-05T12:00:30.000Z	7	2.8	Salah	43	(5.2,4.8)	3.5	2020-12-29T07:00:00.090Z	2020-12-29T15:10:00Z	2020-01-05T08:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{454,333,622}	{44544,22262,45855}	{1.6,4.2,65.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-06T10:00:00.000Z	1	1.5	Mane	46	(8.3,4.8)	3.5	2020-12-29T07:10:00.080Z	2020-12-29T16:10:00Z	2020-01-05T09:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{464,333,722}	{44644,22272,45955}	{1.7,4.2,66.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-06T10:00:10.000Z	2	3.2	Firmino	70	(2.2,4.8)	3.5	2020-12-29T07:20:00.070Z	2020-12-29T17:10:00Z	2020-01-05T09:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{474,333,822}	{44744,22282,46555}	{1.8,4.2,67.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-06T10:00:20.000Z	4	3.5	Jota	80	(2.2,4.8)	3.5	2020-12-29T07:30:00.060Z	2020-12-29T18:10:00Z	2020-01-05T10:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{484,333,922}	{44844,22292,47555}	{1.9,4.2,68.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-06T10:00:40.000Z	6	5.2	Fabinho	42	(2.2,4.8)	3.5	2020-12-29T07:40:00.050Z	2020-12-29T19:10:00Z	2020-01-05T10:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{494,333,232}	{44944,22322,48555}	{3.3,4.2,69.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-06T10:01:10.000Z	7	6.7	Thiago	44	(2.2,4.8)	3.5	2020-12-29T07:50:00.040Z	2020-12-29T20:10:00Z	2020-01-05T11:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{344,333,242}	{45444,22422,49555}	{3.4,4.2,42.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-07T10:00:00.100Z	1	1.5	Jugen	65	(2.2,4.8)	3.5	2020-12-29T08:00:00.030Z	2020-12-29T21:10:00.123Z	2020-01-05T11:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{244,333,252}	{46444,22522,55555}	{3.5,4.2,52.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-07T10:00:00.120Z	2	3.2	Robertson	12	(2.2,4.8)	3.5	2020-12-29T08:10:00.020Z	2020-12-29T22:10:00Z	2020-01-05T12:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{144,333,262}	{47444,22622,65555}	{3.6,4.2,22.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-07T10:00:00.140Z	4	3.5	Virgin	23	(2.2,4.8)	3.5	2020-12-29T08:20:00.010Z	2020-12-29T23:10:00Z	2020-01-05T12:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{434,333,272}	{48444,22722,75555}	{3.7,4.2,32.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-07T10:00:00.150Z	6	5.2	Rashford	15	(2.2,4.8)	3.5	2020-12-29T08:30:00.220Z	2020-12-29T05:20:00Z	2020-01-05T13:00:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{424,333,282}	{49444,22822,85555}	{3.8,4.2,12.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
2018-12-07T10:00:00.160Z	7	6.7	Sterling	25	(2.2,4.8)	3.5	2020-12-29T08:40:00.320Z	2020-12-29T05:30:00Z	2020-01-05T13:30:30Z	t	0	5	1	2000	65.4	2391.5	7731b23fa1437ab784e3	{aaa,bbb,ccc}	{t,f,t}	{1,2,3,4}	{1,2,3}	{414,333,292}	{42444,22922,95555}	{3.9,4.2,82.1}	{444.2,554.3,5432.5}	{2020-12-29T04:45:00Z,2020-12-29T04:46:00Z}
